optimizer,Num of Layers,Epoch,Batch Size,Learning Rate,Validation Accuracy,Validation Loss,Samples
Adam,101,4,16,0.0025,0.5556,2.2153,"Adam, 101, 4, 16, 0.0025"
Adam,101,6,16,0.0025,0.6689,2.1845,"Adam, 101, 6, 16, 0.0025"
Adam,101,8,16,0.0025,0.7712,2.1518,"Adam, 101, 8, 16, 0.0025"
Adam,101,10,16,0.0025,0.8623,2.1173,"Adam, 101, 10, 16, 0.0025"
Adam,101,30,16,0.0025,0.989,1.9674,"Adam, 101, 30, 16, 0.0025"
Adam,101,50,16,0.0025,0.9967,1.8316,"Adam, 101, 50, 16, 0.0025"
Adam,101,70,16,0.0025,0.9979,1.7234,"Adam, 101, 70, 16, 0.0025"
Adam,101,90,16,0.0025,0.9994,1.6408,"Adam, 101, 90, 16, 0.0025"
Adam,101,110,16,0.0025,0.9999,1.5767,"Adam, 101, 110, 16, 0.0025"
Adam,101,1,32,0.0025,0.3401,2.2668,"Adam, 101, 1, 32, 0.0025"
Adam,101,2,32,0.0025,0.4512,2.2391,"Adam, 101, 2, 32, 0.0025"
Adam,101,4,32,0.0025,0.5756,2.2103,"Adam, 101, 4, 32, 0.0025"
Adam,101,6,32,0.0025,0.6889,2.1796,"Adam, 101, 6, 32, 0.0025"
Adam,101,8,32,0.0025,0.7912,2.147,"Adam, 101, 8, 32, 0.0025"
Adam,101,10,32,0.0025,0.8823,2.1126,"Adam, 101, 10, 32, 0.0025"
Adam,101,30,32,0.0025,0.9912,1.9582,"Adam, 101, 30, 32, 0.0025"
Adam,101,50,32,0.0025,0.9978,1.8224,"Adam, 101, 50, 32, 0.0025"
Adam,101,70,32,0.0025,0.9989,1.7132,"Adam, 101, 70, 32, 0.0025"
Adam,101,90,32,0.0025,0.9996,1.6298,"Adam, 101, 90, 32, 0.0025"
Adam,101,110,32,0.0025,0.9999,1.5645,"Adam, 101, 110, 32, 0.0025"
Adam,101,1,64,0.0025,0.3589,2.2625,"Adam, 101, 1, 64, 0.0025"
Adam,101,2,64,0.0025,0.4712,2.234,"Adam, 101, 2, 64, 0.0025"
Adam,101,4,64,0.0025,0.5956,2.2044,"Adam, 101, 4, 64, 0.0025"
Adam,101,6,64,0.0025,0.7089,2.1738,"Adam, 101, 6, 64, 0.0025"
Adam,101,8,64,0.0025,0.8112,2.1414,"Adam, 101, 8, 64, 0.0025"
Adam,101,10,64,0.0025,0.9023,2.1071,"Adam, 101, 10, 64, 0.0025"
Adam,101,30,64,0.0025,0.9934,1.9489,"Adam, 101, 30, 64, 0.0025"
Adam,101,50,64,0.0025,0.998,1.8132,"Adam, 101, 50, 64, 0.0025"
Adam,101,70,64,0.0025,0.999,1.7036,"Adam, 101, 70, 64, 0.0025"
Adam,101,90,64,0.0025,0.9998,1.6197,"Adam, 101, 90, 64, 0.0025"
Adam,101,110,64,0.0025,0.9999,1.5545,"Adam, 101, 110, 64, 0.0025"
Adam,101,1,8,0.005,0.3923,2.2365,"Adam, 101, 1, 8, 0.005"
Adam,101,2,8,0.005,0.5423,2.1667,"Adam, 101, 2, 8, 0.005"
Adam,101,4,8,0.005,0.6789,2.0962,"Adam, 101, 4, 8, 0.005"
Adam,101,6,8,0.005,0.789,2.025,"Adam, 101, 6, 8, 0.005"
Adam,101,8,8,0.005,0.8756,1.9529,"Adam, 101, 8, 8, 0.005"
Adam,101,10,8,0.005,0.9401,1.8799,"Adam, 101, 10, 8, 0.005"
Adam,101,30,8,0.005,0.9989,1.3247,"Adam, 101, 30, 8, 0.005"
Adam,101,50,8,0.005,0.9999,0.8796,"Adam, 101, 50, 8, 0.005"
Adam,101,70,8,0.005,0.9999,0.5873,"Adam, 101, 70, 8, 0.005"
Adam,101,90,8,0.005,0.9999,0.4098,"Adam, 101, 90, 8, 0.005"
Adam,101,110,8,0.005,0.9999,0.3045,"Adam, 101, 110, 8, 0.005"
Adam,101,1,16,0.005,0.4123,2.2287,"Adam, 101, 1, 16, 0.005"
Adam,101,2,16,0.005,0.5623,2.1579,"Adam, 101, 2, 16, 0.005"
Adam,101,4,16,0.005,0.6989,2.0854,"Adam, 101, 4, 16, 0.005"
Adam,101,6,16,0.005,0.809,2.0119,"Adam, 101, 6, 16, 0.005"
Adam,101,8,16,0.005,0.8956,1.9374,"Adam, 101, 8, 16, 0.005"
Adam,101,10,16,0.005,0.9601,1.8621,"Adam, 101, 10, 16, 0.005"
Adam,101,30,16,0.005,0.999,1.3023,"Adam, 101, 30, 16, 0.005"
Adam,101,50,16,0.005,0.9999,0.8576,"Adam, 101, 50, 16, 0.005"
Adam,101,70,16,0.005,0.9999,0.5654,"Adam, 101, 70, 16, 0.005"
Adam,101,90,16,0.005,0.9999,0.3876,"Adam, 101, 90, 16, 0.005"
Adam,101,110,16,0.005,0.9999,0.2821,"Adam, 101, 110, 16, 0.005"
Adam,101,1,32,0.005,0.4323,2.2211,"Adam, 101, 1, 32, 0.005"
Adam,101,2,32,0.005,0.5823,2.1496,"Adam, 101, 2, 32, 0.005"
Adam,101,4,32,0.005,0.7189,2.0762,"Adam, 101, 4, 32, 0.005"
Adam,101,6,32,0.005,0.829,2.0019,"Adam, 101, 6, 32, 0.005"
Adam,101,8,32,0.005,0.9156,1.9267,"Adam, 101, 8, 32, 0.005"
Adam,101,10,32,0.005,0.9801,1.8507,"Adam, 101, 10, 32, 0.005"
Adam,101,30,32,0.005,0.9996,1.2787,"Adam, 101, 30, 32, 0.005"
Adam,101,50,32,0.005,0.9999,0.8345,"Adam, 101, 50, 32, 0.005"
Adam,101,70,32,0.005,0.9999,0.5423,"Adam, 101, 70, 32, 0.005"
Adam,101,90,32,0.005,0.9999,0.3645,"Adam, 101, 90, 32, 0.005"
Adam,101,110,32,0.005,0.9999,0.3645,"Adam, 101, 110, 32, 0.005"
Adam,101,1,64,0.005,0.4523,2.2142,"Adam, 101, 1, 64, 0.005"
Adam,101,2,64,0.005,0.6023,2.1428,"Adam, 101, 2, 64, 0.005"
Adam,101,4,64,0.005,0.7389,2.0694,"Adam, 101, 4, 64, 0.005"
Adam,101,6,64,0.005,0.849,1.9952,"Adam, 101, 6, 64, 0.005"
Adam,101,8,64,0.005,0.9356,1.9201,"Adam, 101, 8, 64, 0.005"
Adam,101,10,64,0.005,0.999,1.8441,"Adam, 101, 10, 64, 0.005"
Adam,101,30,64,0.005,0.9999,1.2556,"Adam, 101, 30, 64, 0.005"
Adam,101,50,64,0.005,0.9999,0.8102,"Adam, 101, 50, 64, 0.005"
Adam,101,70,64,0.005,0.9999,0.5189,"Adam, 101, 70, 64, 0.005"
Adam,101,90,64,0.005,0.9999,0.3467,"Adam, 101, 90, 64, 0.005"
Adam,101,110,64,0.005,0.9999,0.2534,"Adam, 101, 110, 64, 0.005"
Adam,101,1,8,0.0075,0.5123,2.1034,"Adam, 101, 1, 8, 0.0075"
Adam,101,2,8,0.0075,0.6423,1.8921,"Adam, 101, 2, 8, 0.0075"
Adam,101,4,8,0.0075,0.7489,1.6478,"Adam, 101, 4, 8, 0.0075"
Adam,101,6,8,0.0075,0.8301,1.3832,"Adam, 101, 6, 8, 0.0075"
Adam,101,8,8,0.0075,0.8901,1.1245,"Adam, 101, 8, 8, 0.0075"
Adam,101,10,8,0.0075,0.9323,0.8987,"Adam, 101, 10, 8, 0.0075"
Adam,101,30,8,0.0075,0.9999,0.2134,"Adam, 101, 30, 8, 0.0075"
Adam,101,50,8,0.0075,0.9999,0.0512,"Adam, 101, 50, 8, 0.0075"
Adam,101,70,8,0.0075,0.9999,0.0189,"Adam, 101, 70, 8, 0.0075"
Adam,101,90,8,0.0075,0.9999,0.0076,"Adam, 101, 90, 8, 0.0075"
Adam,101,110,8,0.0075,0.9999,0.0034,"Adam, 101, 110, 8, 0.0075"
Adam,101,1,16,0.0075,0.5323,2.0921,"Adam, 101, 1, 16, 0.0075"
Adam,101,2,16,0.0075,0.6623,1.8801,"Adam, 101, 2, 16, 0.0075"
Adam,101,4,16,0.0075,0.7689,1.6354,"Adam, 101, 4, 16, 0.0075"
Adam,101,6,16,0.0075,0.8501,1.3701,"Adam, 101, 6, 16, 0.0075"
Adam,101,8,16,0.0075,0.9101,1.1101,"Adam, 101, 8, 16, 0.0075"
Adam,101,10,16,0.0075,0.9523,0.8845,"Adam, 101, 10, 16, 0.0075"
Adam,101,30,16,0.0075,0.9999,0.199,"Adam, 101, 30, 16, 0.0075"
Adam,101,50,16,0.0075,0.9999,0.0378,"Adam, 101, 50, 16, 0.0075"
Adam,101,70,16,0.0075,0.9999,0.0145,"Adam, 101, 70, 16, 0.0075"
Adam,101,90,16,0.0075,0.9999,0.0067,"Adam, 101, 90, 16, 0.0075"
Adam,101,110,16,0.0075,0.9999,0.0021,"Adam, 101, 110, 16, 0.0075"
Adam,101,1,32,0.0075,0.5523,2.0812,"Adam, 101, 1, 32, 0.0075"
Adam,101,2,32,0.0075,0.6823,1.8687,"Adam, 101, 2, 32, 0.0075"
Adam,101,4,32,0.0075,0.7889,1.6245,"Adam, 101, 4, 32, 0.0075"
Adam,101,6,32,0.0075,0.8701,1.3598,"Adam, 101, 6, 32, 0.0075"
Adam,101,8,32,0.0075,0.9301,1.1003,"Adam, 101, 8, 32, 0.0075"
Adam,101,10,32,0.0075,0.9723,0.8751,"Adam, 101, 10, 32, 0.0075"
Adam,101,30,32,0.0075,0.9999,0.1876,"Adam, 101, 30, 32, 0.0075"
Adam,101,50,32,0.0075,0.9999,0.0254,"Adam, 101, 50, 32, 0.0075"
Adam,101,70,32,0.0075,0.9999,0.0101,"Adam, 101, 70, 32, 0.0075"
Adam,101,90,32,0.0075,0.9999,0.0045,"Adam, 101, 90, 32, 0.0075"
Adam,101,110,32,0.0075,0.9999,0.0045,"Adam, 101, 110, 32, 0.0075"
Adam,101,1,64,0.0075,0.5723,2.0721,"Adam, 101, 1, 64, 0.0075"
Adam,101,2,64,0.0075,0.7023,1.8598,"Adam, 101, 2, 64, 0.0075"
Adam,101,4,64,0.0075,0.8089,1.6154,"Adam, 101, 4, 64, 0.0075"
Adam,101,6,64,0.0075,0.8901,1.3501,"Adam, 101, 6, 64, 0.0075"
Adam,101,8,64,0.0075,0.9501,1.0901,"Adam, 101, 8, 64, 0.0075"
Adam,101,10,64,0.0075,0.9923,0.8645,"Adam, 101, 10, 64, 0.0075"
Adam,101,30,64,0.0075,0.9999,0.1756,"Adam, 101, 30, 64, 0.0075"
Adam,101,50,64,0.0075,0.9999,0.0212,"Adam, 101, 50, 64, 0.0075"
Adam,101,70,64,0.0075,0.9999,0.0089,"Adam, 101, 70, 64, 0.0075"
Adam,101,90,64,0.0075,0.9999,0.0032,"Adam, 101, 90, 64, 0.0075"
Adam,101,110,64,0.0075,0.9999,0.0012,"Adam, 101, 110, 64, 0.0075"
Adam,101,1,8,0.01,0.4023,2.2134,"Adam, 101, 1, 8, 0.01"
Adam,101,2,8,0.01,0.5023,2.1134,"Adam, 101, 2, 8, 0.01"
Adam,101,4,8,0.01,0.6023,2.0134,"Adam, 101, 4, 8, 0.01"
Adam,101,6,8,0.01,0.7023,1.9134,"Adam, 101, 6, 8, 0.01"
Adam,101,8,8,0.01,0.8023,1.8134,"Adam, 101, 8, 8, 0.01"
Adam,101,10,8,0.01,0.9023,1.7134,"Adam, 101, 10, 8, 0.01"
Adam,101,30,8,0.01,0.9999,0.9134,"Adam, 101, 30, 8, 0.01"
Adam,101,50,8,0.01,0.9999,0.7134,"Adam, 101, 50, 8, 0.01"
Adam,101,70,8,0.01,0.9999,0.6134,"Adam, 101, 70, 8, 0.01"
Adam,101,90,8,0.01,0.9999,0.5134,"Adam, 101, 90, 8, 0.01"
Adam,101,110,8,0.01,0.9999,0.4134,"Adam, 101, 110, 8, 0.01"
Adam,101,1,16,0.01,0.4323,2.1934,"Adam, 101, 1, 16, 0.01"
Adam,101,2,16,0.01,0.5323,2.0934,"Adam, 101, 2, 16, 0.01"
Adam,101,4,16,0.01,0.6323,1.9934,"Adam, 101, 4, 16, 0.01"
Adam,101,6,16,0.01,0.7323,1.8934,"Adam, 101, 6, 16, 0.01"
Adam,101,8,16,0.01,0.8323,1.7934,"Adam, 101, 8, 16, 0.01"
Adam,101,10,16,0.01,0.9323,1.6934,"Adam, 101, 10, 16, 0.01"
Adam,101,30,16,0.01,0.9999,0.8934,"Adam, 101, 30, 16, 0.01"
Adam,101,50,16,0.01,0.9999,0.6934,"Adam, 101, 50, 16, 0.01"
Adam,101,70,16,0.01,0.9999,0.5934,"Adam, 101, 70, 16, 0.01"
Adam,101,90,16,0.01,0.9999,0.4934,"Adam, 101, 90, 16, 0.01"
Adam,101,110,16,0.01,0.9999,0.3934,"Adam, 101, 110, 16, 0.01"
Adam,101,1,32,0.01,0.4623,2.1734,"Adam, 101, 1, 32, 0.01"
Adam,101,2,32,0.01,0.5623,2.0734,"Adam, 101, 2, 32, 0.01"
Adam,101,4,32,0.01,0.6623,1.9734,"Adam, 101, 4, 32, 0.01"
Adam,101,6,32,0.01,0.7623,1.8734,"Adam, 101, 6, 32, 0.01"
Adam,101,8,32,0.01,0.8623,1.7734,"Adam, 101, 8, 32, 0.01"
Adam,101,10,32,0.01,0.9623,1.6734,"Adam, 101, 10, 32, 0.01"
Adam,101,30,32,0.01,0.9999,0.8734,"Adam, 101, 30, 32, 0.01"
Adam,101,50,32,0.01,0.9999,0.6734,"Adam, 101, 50, 32, 0.01"
Adam,101,70,32,0.01,0.9999,0.5734,"Adam, 101, 70, 32, 0.01"
Adam,101,90,32,0.01,0.9999,0.4734,"Adam, 101, 90, 32, 0.01"
Adam,101,110,32,0.01,0.9999,0.4734,"Adam, 101, 110, 32, 0.01"
Adam,101,1,64,0.01,0.4923,2.1534,"Adam, 101, 1, 64, 0.01"
Adam,101,2,64,0.01,0.5923,2.0534,"Adam, 101, 2, 64, 0.01"
Adam,101,4,64,0.01,0.6923,1.9534,"Adam, 101, 4, 64, 0.01"
Adam,101,6,64,0.01,0.7923,1.8534,"Adam, 101, 6, 64, 0.01"
Adam,101,8,64,0.01,0.8923,1.7534,"Adam, 101, 8, 64, 0.01"
Adam,101,10,64,0.01,0.9923,1.6534,"Adam, 101, 10, 64, 0.01"
Adam,101,30,64,0.01,0.9999,0.8534,"Adam, 101, 30, 64, 0.01"
Adam,101,50,64,0.01,0.9999,0.6534,"Adam, 101, 50, 64, 0.01"
Adam,101,70,64,0.01,0.9999,0.5534,"Adam, 101, 70, 64, 0.01"
Adam,101,90,64,0.01,0.9999,0.4534,"Adam, 101, 90, 64, 0.01"
Adam,101,110,64,0.01,0.9999,0.3534,"Adam, 101, 110, 64, 0.01"
RMSprop,101,1,8,0.001,0.2501,2.3026,"RMSprop, 101, 1, 8, 0.001"
RMSprop,101,2,8,0.001,0.2754,2.3012,"RMSprop, 101, 2, 8, 0.001"
RMSprop,101,4,8,0.001,0.3117,2.2991,"RMSprop, 101, 4, 8, 0.001"
RMSprop,101,6,8,0.001,0.3512,2.2963,"RMSprop, 101, 6, 8, 0.001"
RMSprop,101,8,8,0.001,0.3929,2.2929,"RMSprop, 101, 8, 8, 0.001"
RMSprop,101,10,8,0.001,0.4367,2.2889,"RMSprop, 101, 10, 8, 0.001"
RMSprop,101,30,8,0.001,0.7542,2.2198,"RMSprop, 101, 30, 8, 0.001"
RMSprop,101,50,8,0.001,0.8221,2.1403,"RMSprop, 101, 50, 8, 0.001"
RMSprop,101,70,8,0.001,0.8612,2.0616,"RMSprop, 101, 70, 8, 0.001"
RMSprop,101,90,8,0.001,0.8849,1.9845,"RMSprop, 101, 90, 8, 0.001"
RMSprop,101,110,8,0.001,0.9017,1.9088,"RMSprop, 101, 110, 8, 0.001"
RMSprop,101,1,16,0.001,0.2646,2.3017,"RMSprop, 101, 1, 16, 0.001"
RMSprop,101,2,16,0.001,0.2901,2.3004,"RMSprop, 101, 2, 16, 0.001"
RMSprop,101,4,16,0.001,0.3269,2.2985,"RMSprop, 101, 4, 16, 0.001"
RMSprop,101,6,16,0.001,0.3661,2.2958,"RMSprop, 101, 6, 16, 0.001"
RMSprop,101,8,16,0.001,0.4076,2.2924,"RMSprop, 101, 8, 16, 0.001"
RMSprop,101,10,16,0.001,0.4513,2.2883,"RMSprop, 101, 10, 16, 0.001"
RMSprop,101,30,16,0.001,0.7698,2.2182,"RMSprop, 101, 30, 16, 0.001"
RMSprop,101,50,16,0.001,0.8379,2.1387,"RMSprop, 101, 50, 16, 0.001"
RMSprop,101,70,16,0.001,0.8767,2.0602,"RMSprop, 101, 70, 16, 0.001"
RMSprop,101,90,16,0.001,0.8994,1.9831,"RMSprop, 101, 90, 16, 0.001"
RMSprop,101,110,16,0.001,0.9162,1.9074,"RMSprop, 101, 110, 16, 0.001"
RMSprop,101,1,32,0.001,0.2779,2.301,"RMSprop, 101, 1, 32, 0.001"
RMSprop,101,2,32,0.001,0.3032,2.2997,"RMSprop, 101, 2, 32, 0.001"
RMSprop,101,4,32,0.001,0.3399,2.2978,"RMSprop, 101, 4, 32, 0.001"
RMSprop,101,6,32,0.001,0.379,2.295,"RMSprop, 101, 6, 32, 0.001"
RMSprop,101,8,32,0.001,0.4205,2.2916,"RMSprop, 101, 8, 32, 0.001"
RMSprop,101,10,32,0.001,0.4643,2.2876,"RMSprop, 101, 10, 32, 0.001"
RMSprop,101,30,32,0.001,0.7828,2.2165,"RMSprop, 101, 30, 32, 0.001"
RMSprop,101,50,32,0.001,0.8507,2.137,"RMSprop, 101, 50, 32, 0.001"
RMSprop,101,70,32,0.001,0.8895,2.0585,"RMSprop, 101, 70, 32, 0.001"
RMSprop,101,90,32,0.001,0.9122,1.9804,"RMSprop, 101, 90, 32, 0.001"
RMSprop,101,110,32,0.001,0.929,1.9057,"RMSprop, 101, 110, 32, 0.001"
RMSprop,101,1,64,0.001,0.291,2.3004,"RMSprop, 101, 1, 64, 0.001"
RMSprop,101,2,64,0.001,0.3165,2.2991,"RMSprop, 101, 2, 64, 0.001"
RMSprop,101,4,64,0.001,0.3533,2.2972,"RMSprop, 101, 4, 64, 0.001"
RMSprop,101,6,64,0.001,0.3925,2.2945,"RMSprop, 101, 6, 64, 0.001"
RMSprop,101,8,64,0.001,0.434,2.2911,"RMSprop, 101, 8, 64, 0.001"
RMSprop,101,10,64,0.001,0.4777,2.287,"RMSprop, 101, 10, 64, 0.001"
RMSprop,101,30,64,0.001,0.7952,2.2159,"RMSprop, 101, 30, 64, 0.001"
RMSprop,101,50,64,0.001,0.8633,2.1364,"RMSprop, 101, 50, 64, 0.001"
RMSprop,101,70,64,0.001,0.9021,2.0579,"RMSprop, 101, 70, 64, 0.001"
RMSprop,101,90,64,0.001,0.9248,1.9784,"RMSprop, 101, 90, 64, 0.001"
RMSprop,101,110,64,0.001,0.9416,1.9037,"RMSprop, 101, 110, 64, 0.001"
RMSprop,101,1,8,0.0025,0.4234,2.1867,"RMSprop, 101, 1, 8, 0.0025"
RMSprop,101,2,8,0.0025,0.4789,2.1545,"RMSprop, 101, 2, 8, 0.0025"
RMSprop,101,4,8,0.0025,0.5521,2.1214,"RMSprop, 101, 4, 8, 0.0025"
RMSprop,101,6,8,0.0025,0.6198,2.0876,"RMSprop, 101, 6, 8, 0.0025"
RMSprop,101,8,8,0.0025,0.6785,2.0532,"RMSprop, 101, 8, 8, 0.0025"
RMSprop,101,10,8,0.0025,0.7268,2.0183,"RMSprop, 101, 10, 8, 0.0025"
RMSprop,101,30,8,0.0025,0.9176,1.7824,"RMSprop, 101, 30, 8, 0.0025"
RMSprop,101,50,8,0.0025,0.9593,1.5401,"RMSprop, 101, 50, 8, 0.0025"
RMSprop,101,70,8,0.0025,0.9799,1.3102,"RMSprop, 101, 70, 8, 0.0025"
RMSprop,101,90,8,0.0025,0.9887,1.1035,"RMSprop, 101, 90, 8, 0.0025"
RMSprop,101,110,8,0.0025,0.9932,0.9179,"RMSprop, 101, 110, 8, 0.0025"
RMSprop,101,1,16,0.0025,0.4321,2.1856,"RMSprop, 101, 1, 16, 0.0025"
RMSprop,101,2,16,0.0025,0.4876,2.1534,"RMSprop, 101, 2, 16, 0.0025"
RMSprop,101,4,16,0.0025,0.5608,2.1203,"RMSprop, 101, 4, 16, 0.0025"
RMSprop,101,6,16,0.0025,0.6285,2.0865,"RMSprop, 101, 6, 16, 0.0025"
RMSprop,101,8,16,0.0025,0.6872,2.0521,"RMSprop, 101, 8, 16, 0.0025"
RMSprop,101,10,16,0.0025,0.7355,2.0172,"RMSprop, 101, 10, 16, 0.0025"
RMSprop,101,30,16,0.0025,0.9263,1.7813,"RMSprop, 101, 30, 16, 0.0025"
RMSprop,101,50,16,0.0025,0.968,1.539,"RMSprop, 101, 50, 16, 0.0025"
RMSprop,101,70,16,0.0025,0.9886,1.3091,"RMSprop, 101, 70, 16, 0.0025"
RMSprop,101,90,16,0.0025,0.9974,1.1024,"RMSprop, 101, 90, 16, 0.0025"
RMSprop,101,110,16,0.0025,0.9993,0.9168,"RMSprop, 101, 110, 16, 0.0025"
RMSprop,101,1,32,0.0025,0.4408,2.1845,"RMSprop, 101, 1, 32, 0.0025"
RMSprop,101,2,32,0.0025,0.4963,2.1523,"RMSprop, 101, 2, 32, 0.0025"
RMSprop,101,4,32,0.0025,0.5695,2.1192,"RMSprop, 101, 4, 32, 0.0025"
RMSprop,101,6,32,0.0025,0.6372,2.0854,"RMSprop, 101, 6, 32, 0.0025"
RMSprop,101,8,32,0.0025,0.6959,2.051,"RMSprop, 101, 8, 32, 0.0025"
RMSprop,101,10,32,0.0025,0.7442,2.0161,"RMSprop, 101, 10, 32, 0.0025"
RMSprop,101,30,32,0.0025,0.935,1.7802,"RMSprop, 101, 30, 32, 0.0025"
RMSprop,101,50,32,0.0025,0.9767,1.5379,"RMSprop, 101, 50, 32, 0.0025"
RMSprop,101,70,32,0.0025,0.9973,1.308,"RMSprop, 101, 70, 32, 0.0025"
RMSprop,101,90,32,0.0025,0.9992,1.1013,"RMSprop, 101, 90, 32, 0.0025"
RMSprop,101,110,32,0.0025,0.9999,0.9157,"RMSprop, 101, 110, 32, 0.0025"
RMSprop,101,1,64,0.0025,0.4487,2.1834,"RMSprop, 101, 1, 64, 0.0025"
RMSprop,101,2,64,0.0025,0.5042,2.1512,"RMSprop, 101, 2, 64, 0.0025"
RMSprop,101,4,64,0.0025,0.5774,2.1181,"RMSprop, 101, 4, 64, 0.0025"
RMSprop,101,6,64,0.0025,0.6451,2.0843,"RMSprop, 101, 6, 64, 0.0025"
RMSprop,101,8,64,0.0025,0.7038,2.0499,"RMSprop, 101, 8, 64, 0.0025"
RMSprop,101,10,64,0.0025,0.7521,2.015,"RMSprop, 101, 10, 64, 0.0025"
RMSprop,101,30,64,0.0025,0.9429,1.779,"RMSprop, 101, 30, 64, 0.0025"
RMSprop,101,50,64,0.0025,0.9846,1.5367,"RMSprop, 101, 50, 64, 0.0025"
RMSprop,101,70,64,0.0025,0.9972,1.3068,"RMSprop, 101, 70, 64, 0.0025"
RMSprop,101,90,64,0.0025,0.9991,1.1002,"RMSprop, 101, 90, 64, 0.0025"
RMSprop,101,110,64,0.0025,0.9999,0.9146,"RMSprop, 101, 110, 64, 0.0025"
RMSprop,101,1,8,0.005,0.4321,2.1856,"RMSprop, 101, 1, 8, 0.005"
RMSprop,101,2,8,0.005,0.4876,2.1534,"RMSprop, 101, 2, 8, 0.005"
RMSprop,101,4,8,0.005,0.5608,2.1203,"RMSprop, 101, 4, 8, 0.005"
RMSprop,101,6,8,0.005,0.6285,2.0865,"RMSprop, 101, 6, 8, 0.005"
RMSprop,101,8,8,0.005,0.6872,2.0521,"RMSprop, 101, 8, 8, 0.005"
RMSprop,101,10,8,0.005,0.7355,2.0172,"RMSprop, 101, 10, 8, 0.005"
RMSprop,101,30,8,0.005,0.9263,1.7813,"RMSprop, 101, 30, 8, 0.005"
RMSprop,101,50,8,0.005,0.968,1.539,"RMSprop, 101, 50, 8, 0.005"
RMSprop,101,70,8,0.005,0.9886,1.3091,"RMSprop, 101, 70, 8, 0.005"
RMSprop,101,90,8,0.005,0.9943,1.1025,"RMSprop, 101, 90, 8, 0.005"
RMSprop,101,110,8,0.005,0.9967,0.9169,"RMSprop, 101, 110, 8, 0.005"
RMSprop,101,1,16,0.005,0.4408,2.1845,"RMSprop, 101, 1, 16, 0.005"
RMSprop,101,2,16,0.005,0.4963,2.1523,"RMSprop, 101, 2, 16, 0.005"
RMSprop,101,4,16,0.005,0.5695,2.1192,"RMSprop, 101, 4, 16, 0.005"
RMSprop,101,6,16,0.005,0.6372,2.0854,"RMSprop, 101, 6, 16, 0.005"
RMSprop,101,8,16,0.005,0.6959,2.051,"RMSprop, 101, 8, 16, 0.005"
RMSprop,101,10,16,0.005,0.7442,2.0161,"RMSprop, 101, 10, 16, 0.005"
RMSprop,101,30,16,0.005,0.935,1.7802,"RMSprop, 101, 30, 16, 0.005"
RMSprop,101,50,16,0.005,0.9767,1.5379,"RMSprop, 101, 50, 16, 0.005"
RMSprop,101,70,16,0.005,0.9973,1.308,"RMSprop, 101, 70, 16, 0.005"
RMSprop,101,90,16,0.005,0.9992,1.1013,"RMSprop, 101, 90, 16, 0.005"
RMSprop,101,110,16,0.005,0.9999,0.9157,"RMSprop, 101, 110, 16, 0.005"
RMSprop,101,1,32,0.005,0.4487,2.1834,"RMSprop, 101, 1, 32, 0.005"
RMSprop,101,2,32,0.005,0.5042,2.1512,"RMSprop, 101, 2, 32, 0.005"
RMSprop,101,4,32,0.005,0.5774,2.1181,"RMSprop, 101, 4, 32, 0.005"
RMSprop,101,6,32,0.005,0.6451,2.0843,"RMSprop, 101, 6, 32, 0.005"
RMSprop,101,8,32,0.005,0.7038,2.0499,"RMSprop, 101, 8, 32, 0.005"
RMSprop,101,10,32,0.005,0.7521,2.015,"RMSprop, 101, 10, 32, 0.005"
RMSprop,101,30,32,0.005,0.9429,1.779,"RMSprop, 101, 30, 32, 0.005"
RMSprop,101,50,32,0.005,0.9846,1.5367,"RMSprop, 101, 50, 32, 0.005"
RMSprop,101,70,32,0.005,0.9972,1.3082,"RMSprop, 101, 70, 32, 0.005"
RMSprop,101,90,32,0.005,0.9991,1.1015,"RMSprop, 101, 90, 32, 0.005"
RMSprop,101,110,32,0.005,0.9999,0.916,"RMSprop, 101, 110, 32, 0.005"
RMSprop,101,1,64,0.005,0.4567,2.1823,"RMSprop, 101, 1, 64, 0.005"
RMSprop,101,2,64,0.005,0.5122,2.1501,"RMSprop, 101, 2, 64, 0.005"
RMSprop,101,4,64,0.005,0.5854,2.117,"RMSprop, 101, 4, 64, 0.005"
RMSprop,101,6,64,0.005,0.6531,2.0832,"RMSprop, 101, 6, 64, 0.005"
RMSprop,101,8,64,0.005,0.7118,2.0488,"RMSprop, 101, 8, 64, 0.005"
RMSprop,101,10,64,0.005,0.7601,2.0139,"RMSprop, 101, 10, 64, 0.005"
RMSprop,101,30,64,0.005,0.9499,1.778,"RMSprop, 101, 30, 64, 0.005"
RMSprop,101,50,64,0.005,0.9916,1.5357,"RMSprop, 101, 50, 64, 0.005"
RMSprop,101,70,64,0.005,0.9972,1.3079,"RMSprop, 101, 70, 64, 0.005"
RMSprop,101,90,64,0.005,0.999,1.1011,"RMSprop, 101, 90, 64, 0.005"
RMSprop,101,110,64,0.005,0.9999,0.9153,"RMSprop, 101, 110, 64, 0.005"
RMSprop,101,1,8,0.0075,0.1123,2.4321,"RMSprop, 101, 1, 8, 0.0075"
RMSprop,101,2,8,0.0075,0.1345,2.3876,"RMSprop, 101, 2, 8, 0.0075"
RMSprop,101,4,8,0.0075,0.1789,2.3145,"RMSprop, 101, 4, 8, 0.0075"
RMSprop,101,6,8,0.0075,0.2345,2.2123,"RMSprop, 101, 6, 8, 0.0075"
